,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
2992,U001,0200769623,WAL-MAR systems,2020-05-03 09:31:08.398437500,2020.0,1930799238.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,3228.13,
2993,U001,0200742521,GLA associates,2020-04-21 10:04:59.765625000,2020.0,1930768576.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,13574.4,
2994,U001,0200769623,WAL-MAR corporation,2020-04-09 09:31:08.398437500,2020.0,1930703945.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,44416.21,
2995,U001,0200772670,ASSOCIAT us,2020-03-25 12:54:23.593750000,2020.0,1930648114.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAU5,3304.6,
2996,U001,0100031704,DELHAIZE trust,2020-04-04 03:47:08.625000000,2020.0,1930708207.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,80226.66,
2997,U001,0200772670,ASSOCIAT ,2020-03-25 12:54:23.593750000,2020.0,1930651317.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAU5,30687.8,
2998,U001,0200759878,SA corporation,2020-04-10 13:48:38.281250000,2020.0,1930703340.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,23036.74,
2999,U013,0100046487,PAPA JOH corporation,2020-04-22 01:08:37.312500000,2020.0,1991841417.0,2020-03-23 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-03-23 00:00:00.000000000,NA25,16008.2,0-15
3000,U001,0200769623,WAL-MAR corporation,2020-04-13 09:31:08.398437500,2020.0,1930723640.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,26402.47,
3001,U001,0200769623,WAL-MAR co,2020-04-22 09:31:08.398437500,2020.0,1930759929.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAH4,1763.63,
3002,U001,0200762301,C&S WH systems,2020-05-07 20:54:54.250000000,2020.0,1930617875.0,2020-03-08 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAGD,959.61,
3003,U001,0200337148,COAS corporation,2020-03-29 17:35:49.937500000,2020.0,1930670412.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,9062.47,
3004,U001,0200769623,WAL-MAR associates,2020-03-21 09:31:08.398437500,2020.0,1930619357.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,36018.2,
3005,U001,0200759878,SA us,2020-03-28 13:48:38.281250000,2020.0,1930661800.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,22222.01,
3006,U001,0100031704,DELHAIZE associates,2020-05-15 03:47:08.625000000,2020.0,1930857360.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,4115.82,
3007,U001,0200762301,C&S WH corp,2020-05-08 20:54:54.250000000,2020.0,1930621739.0,2020-03-09 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAGD,699.22,
3008,U001,0200126819,MCLANE associates,2020-04-09 21:17:14.828125000,2020.0,1930705684.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,12356.64,
3009,U001,0200519201,KROGE trust,2020-04-27 11:13:25.390625000,2020.0,1930781338.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,3189.63,
3010,U001,0200555117,BURR co,2020-04-03 17:22:15.703125000,2020.0,1930682640.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,69812.95,
3011,U001,200769623,WAL-MAR corp,2020-04-12 09:31:08.398437500,2020.0,1930717751.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,42232.84,
3012,U001,0200769623,WAL-MAR ,2020-05-09 09:31:08.398437500,2020.0,1930819885.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,23550.88,
3013,U001,0200769623,WAL-MAR corp,2020-03-18 09:31:08.398437500,2020.0,1930594541.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,2750.14,
3014,U001,0200705742,DOT ,2020-03-28 02:57:43.843750000,2020.0,1930587196.0,2020-03-02 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-02 00:00:00.000000000,NA32,76218.17,
3015,U001,0200230690,DECA trust,2020-03-17 11:41:47.687500000,2020.0,1930623943.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,1303.74,
3016,U001,0200769623,WAL-MAR corporation,2020-05-09 09:31:08.398437500,2020.0,1930823107.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,27860.74,
3017,U001,0200769623,WAL-MAR co,2020-04-18 09:31:08.398437500,2020.0,1930732624.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,4486.27,
3018,U001,0200769623,WAL-MAR llc,2020-04-15 08:30:04.312500000,2020.0,1930724891.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,598.03,
3019,U001,0200769623,WAL-MAR associates,2020-03-27 09:31:08.398437500,2020.0,1930646679.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,17754.5,
3020,U001,0200148860,DOLLA co,2020-03-23 16:20:28.843750000,2020.0,1930645651.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAA8,16112.33,
3021,U013,100055606,ALVARE co,2020-05-23 21:00:31.000000000,2020.0,1991842067.0,2020-04-20 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAVE,21963.6,0-15
3022,U001,0200769623,WAL-MAR systems,2020-04-26 09:31:08.398437500,2020.0,1930778468.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,28464.61,
3023,U001,0200794332,COST corp,2020-05-06 00:13:00.234375000,2020.0,1930817913.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAAX,32481.88,
3024,U001,0200726979,BJ'S  corp,2020-04-08 21:01:56.562500000,2020.0,1930706294.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,221.26,
3025,U001,0200726979,BJ'S  us,2020-04-03 21:01:56.562500000,2020.0,1930685180.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,444.37,
3026,U001,200729290,KROGER corporation,2020-05-13 20:58:18.281250000,2020.0,1930850650.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,40083.24,
3027,U001,0200769623,WAL-MAR foundation,2020-04-11 09:31:08.398437500,2020.0,1930713413.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,1991.84,
3028,CA02,0140106181,THE  ,2020-06-12 13:03:46.750000000,2020.0,2960631522.0,2020-05-01 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,CA10,13417.131000000001,31-45
3029,U001,0200974851,RESTA associates,2020-03-30 05:09:06.203125000,2020.0,1930646122.0,2020-03-12 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAD1,2247.82,
3030,U001,0200789896,RIVER  llc,2020-04-21 02:30:47.015625000,2020.0,1930765682.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,19532.43,
3031,CA02,140106408,WAL-M trust,2020-05-05 20:04:44.750000000,2020.0,2960627861.0,2020-04-10 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-11 00:00:00.000000000,CA10,13875.904,0-15
3032,U001,0200759878,SA ,2020-04-15 13:48:38.281250000,2020.0,1930732795.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,13135.6,
3033,U001,0200769623,WAL-MAR systems,2020-05-15 08:30:04.312500000,2020.0,1930844182.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,11307.78,
3034,U001,0200794332,COST associates,2020-03-30 00:13:00.234375000,2020.0,1930652562.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAAX,4849.77,
3035,U001,0200769623,WAL-MAR ,2020-05-15 08:30:04.312500000,2020.0,1930843657.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,13813.24,
3036,CA02,0140106408,WAL-M us,2020-05-20 20:04:44.750000000,2020.0,2960630467.0,2020-04-25 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-26 00:00:00.000000000,CA10,54659.38799999999,0-15
3037,U001,0200769623,WAL-MAR systems,2020-03-30 09:31:08.398437500,2020.0,1930652461.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,6532.6,
3038,U001,0200769623,WAL-MAR corporation,2020-03-18 09:31:08.398437500,2020.0,1930597345.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,4145.27,
3039,CA02,0140104440,SO associates,2020-05-02 00:22:25.765625000,2020.0,2960628794.0,2020-04-19 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-21 00:00:00.000000000,CA10,107678.907,0-15
3040,U001,200769623,WAL-MAR corporation,2020-04-06 09:31:08.398437500,2020.0,1930682396.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,35963.35,
3041,U001,0200769623,WAL-MAR in,2020-05-01 09:31:08.398437500,2020.0,1930799125.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,5601.67,
3042,U001,0200592182,DECA foundation,2020-05-02 13:41:13.937500000,2020.0,1930809805.0,2020-04-21 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,17797.88,
3043,U001,0200759878,SA ,2020-04-05 13:48:38.281250000,2020.0,1930692362.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,30581.33,
3044,U001,0200761734,H E BUT systems,2020-03-30 06:22:31.875000000,2020.0,1930652334.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,14868.0,
3045,U001,200704858,WAKE us,2020-05-21 17:53:53.890625000,2020.0,1930858371.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,46061.42,0-15
3046,U001,0200762301,C&S WH corp,2020-04-09 00:13:00.234375000,2020.0,1930714972.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAC6,94185.21,
3047,U001,0200793122,PIGGLY associates,2020-05-03 02:30:47.015625000,2020.0,1930800450.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,24813.18,
3048,U001,0200769623,WAL-MAR llc,2020-05-05 09:31:08.398437500,2020.0,1930808613.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,2713.05,
3049,U001,0200769623,WAL-MAR in,2020-03-22 09:31:08.398437500,2020.0,1930622723.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,27340.41,
3050,U001,0200756072,REINHA in,2020-04-12 06:13:14.906250000,2020.0,1930715562.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,26326.08,
3051,U001,0200900212,CASEY foundation,2020-03-26 21:16:06.507812500,2020.0,1930639645.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,26941.79,0-15
3052,U001,0200705372,FR corporation,2020-04-05 22:20:40.625000000,2020.0,1930688324.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,80920.0,
3053,U001,0100021540,MASTER corporation,2020-04-08 10:36:36.156250000,2020.0,1930728993.0,2020-04-02 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-04-02 00:00:00.000000000,NA10,83884.44,
3054,U001,0200769623,WAL-MAR trust,2020-03-13 09:31:08.398437500,2020.0,1930570932.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,44678.56,
3055,U001,0200759878,SA corporation,2020-05-14 03:27:42.875000000,2020.0,1930787628.0,2020-04-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAWP,109220.96,
3056,U001,0200756072,REINHA corporation,2020-04-07 06:13:14.906250000,2020.0,1930688867.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,38510.43,
3057,U001,200769623,WAL-MAR systems,2020-04-05 09:31:08.398437500,2020.0,1930681379.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,33729.82,
3058,U001,0200762301,C&S WH in,2020-05-04 00:13:00.234375000,2020.0,1930814514.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAC6,80524.35,
3059,U001,0200555117,BURR associates,2020-03-24 07:45:10.353515625,2020.0,1930622149.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,83401.91,0-15
3060,U001,0200762301,C&S WH in,2020-05-14 00:13:00.234375000,2020.0,1930846483.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAC6,105163.74,
3061,U001,0200739534,OK co,2020-04-12 06:13:14.906250000,2020.0,1930723821.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,38130.27,
3062,U001,0200769623,WAL-MAR corp,2020-04-07 09:31:08.398437500,2020.0,1930691757.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,14248.66,
3063,U001,0200759878,SA foundation,2020-03-19 13:48:38.281250000,2020.0,1930623162.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,39311.5,
3064,U001,0200769556,SHAM foundation,2020-04-28 02:30:47.015625000,2020.0,1930783150.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,14714.74,
3065,U001,0200752302,KROGER ,2020-04-30 22:57:44.562500000,2020.0,1930795650.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAA8,34470.88,
3066,U001,0200726979,BJ'S  systems,2020-03-25 21:01:56.562500000,2020.0,1930647269.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,19272.02,
3067,U001,0200779906,BOZZU in,2020-04-17 18:45:33.359375000,2020.0,1930751608.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,87537.97,
3068,U001,0200737918,W LEE  trust,2020-04-20 05:38:13.078125000,2020.0,1930740192.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,2678.19,0-15
3069,U001,0200920735,ALBERT corp,2020-04-15 06:39:41.027343750,2020.0,1930722962.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,25447.97,0-15
3070,U001,0200778998,CE associates,2020-04-25 03:03:45.890625000,2020.0,1930777669.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,22268.88,
3071,U001,0200769623,WAL-MAR llc,2020-04-02 09:31:08.398437500,2020.0,1930662046.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAH4,3270.04,
3072,CA02,0140104440,SO in,2020-05-11 00:22:25.765625000,2020.0,2960630695.0,2020-04-28 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-30 00:00:00.000000000,CA10,30345.020999999997,0-15
3073,U001,0200803720,DEC ,2020-04-01 23:09:09.843750000,2020.0,1930690655.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,602.76,
3074,U001,0200230690,DECA in,2020-03-16 13:41:13.937500000,2020.0,1930804275.0,2020-04-21 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM1,6220.25,
3075,U001,0200769623,WAL-MAR co,2020-04-13 09:31:08.398437500,2020.0,1930714529.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,50734.86,
3076,U001,0200704858,WAKE associates,2020-03-24 17:53:53.890625000,2020.0,1930624141.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,113608.68,0-15
3077,U001,0200704858,WAKE in,2020-04-03 17:53:53.890625000,2020.0,1930670841.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,35866.25,0-15
3078,U001,0200418007,AM us,2020-04-28 06:08:41.406250000,2020.0,1930789930.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,8957.0,
3079,U001,0200769623,WAL-MAR co,2020-05-16 09:31:08.398437500,2020.0,1930849052.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,853.31,
3080,U001,0200763489,GENERAL trust,2020-05-22 04:38:15.023437500,2020.0,1930666662.0,2020-03-19 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAGD,2630.56,
3081,U001,0200800406,CARGILL  associates,2020-04-03 20:18:17.906250000,2020.0,1930670682.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,NA10,84138.75,0-15
3082,U001,0200707822,PUBLI foundation,2020-04-25 06:13:14.906250000,2020.0,1930779962.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,34819.51,
3083,U001,0200772670,ASSOCIAT us,2020-04-06 12:54:23.593750000,2020.0,1930703245.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAU5,107634.97,
3084,U001,0200020431,DEC co,2020-03-01 11:41:47.687500000,2020.0,1930617737.0,2020-03-07 00:00:00.000000000,2020-03-08 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM1,10195.04,
3085,U001,0200769623,WAL-MAR llc,2020-05-11 09:31:08.398437500,2020.0,1930829681.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,1914.75,
3086,U001,100031704,DELHAIZE ,2020-03-27 03:47:08.625000000,2020.0,1930642758.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,7163.94,
3087,U001,0200769623,WAL-MAR associates,2020-03-29 09:31:08.398437500,2020.0,1930652199.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,14165.84,
3088,U001,0200762301,C&S WH ,2020-05-19 00:13:00.234375000,2020.0,1930859794.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAC6,93460.65,
3089,U001,0200769623,WAL-MAR systems,2020-03-25 09:31:08.398437500,2020.0,1930624629.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,5021.84,
3090,U001,0200769623,WAL-MAR systems,2020-05-11 09:31:08.398437500,2020.0,1930827027.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,661.11,
3091,U001,0200769623,WAL-MAR corporation,2020-05-03 09:31:08.398437500,2020.0,1930801525.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,28255.35,
3092,U001,0200762301,C&S WH corp,2020-05-12 00:13:00.234375000,2020.0,1930830971.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,36195.5,
3093,U001,200418007,AM llc,2020-05-21 14:45:21.628906250,2020.0,1930876332.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,2702.04,
3094,U001,0200744019,TARG ,2020-04-12 10:46:58.046875000,2020.0,1930716241.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,34606.55,
3095,U001,0200152991,JET corp,2020-05-13 09:13:59.125000000,2020.0,1930847127.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,4925.06,
3096,U001,0200769623,WAL-MAR associates,2020-04-18 09:31:08.398437500,2020.0,1930747607.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,21570.36,
3097,U001,0200769623,WAL-MAR trust,2020-04-20 09:31:08.398437500,2020.0,1930745490.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,122.57,
3098,U001,0200799367,MCL co,2020-04-28 02:30:47.015625000,2020.0,1930778476.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,29234.42,
3099,U001,0200744019,TARG ,2020-05-08 10:46:58.046875000,2020.0,1930823965.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,8937.24,
3100,U001,0200726979,BJ'S  associates,2020-03-15 21:01:56.562500000,2020.0,1930593012.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,370.02,
3101,U001,0200724999,GILSTE in,2020-04-09 23:31:36.953125000,2020.0,1930729941.0,2020-04-01 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NA10,44226.65,
3102,U001,0200764795,SYSCO  corporation,2020-03-30 04:13:44.468750000,2020.0,1930642165.0,2020-03-12 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAD1,1478.44,
3103,U001,0200776463,KROGE corporation,2020-03-28 19:15:16.671875000,2020.0,1930659969.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,132092.3,
3104,U001,0200793568,SUPE ,2020-04-21 07:04:30.140625000,2020.0,1930764770.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,84787.78,
3105,U001,0200769623,WAL-MAR llc,2020-03-23 09:31:08.398437500,2020.0,1930624204.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,44686.42,
3106,U001,200775094,SAVE M corp,2020-05-14 00:31:20.734375000,2020.0,1930846983.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,87326.03,
3107,U001,0200726979,BJ'S  associates,2020-04-28 21:01:56.562500000,2020.0,1930793136.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,199.08,
3108,U001,0200769623,WAL-MAR corp,2020-04-08 09:31:08.398437500,2020.0,1930690584.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,45159.9,
3109,U001,0200858049,GEOR corp,2020-04-25 15:47:01.593750000,2020.0,1930774923.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,2852.0,0-15
3110,U001,0200418007,AM associates,2020-04-22 14:45:21.628906250,2020.0,1930738162.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,3435.63,
3111,U001,0200759878,SA co,2020-03-10 13:48:38.281250000,2020.0,1930571288.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,13789.98,
3112,U001,0200230690,DECA corp,2020-04-17 11:41:47.687500000,2020.0,1930745323.0,2020-04-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,854.97,
3113,U001,0200769623,WAL-MAR systems,2020-05-18 09:31:08.398437500,2020.0,1930857607.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,67204.04,
3114,U001,0200458131,TIMES trust,2020-04-29 04:56:33.664062500,2020.0,1930759842.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,1997.33,0-15
3115,U001,0200762301,C&S WH trust,2020-05-15 20:54:54.250000000,2020.0,1930654417.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,33149.21,
3116,U001,0200416837,DEC systems,2020-04-19 13:41:13.937500000,2020.0,1930811748.0,2020-04-22 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,16264.58,
3117,U001,0200743129,BROOKS llc,2020-05-04 05:06:34.859375000,2020.0,1930809523.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,39315.2,
